prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country,latitude,longitude,prize_age
1999,Chemistry,The Nobel Prize in Chemistry 1999,"""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",1月1日,292,Individual,Ahmed H. Zewail,1946/2/26,Damanhur,Egypt,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,2016/8/2,NA,NA,31.0341,30.4682,53
1999,Economics,The Sveriges Riksbank Prize in Economic Sciences 1999,"""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",1月1日,720,Individual,Robert A. Mundell,1932/10/24,"Kingston, ON",Canada,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA,44.2297641,-76.4809799,67
1999,Literature,The Nobel Prize in Literature 1999,"""whose frolicsome black fables portray the forgotten face of history""",1月1日,676,Individual,Günter Grass,1927/10/16,Danzig (Gdansk),Free City of Danzig (Poland),Male,NA,NA,NA,2015/4/13,Lübeck,Germany,54.35,18.666666,72
1999,Medicine,The Nobel Prize in Physiology or Medicine 1999,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",1月1日,461,Individual,Günter Blobel,1936/5/21,Waltersdorf (Niegoslawice),Germany (Poland),Male,Rockefeller University,"New York, NY",United States of America,NA,NA,NA,51.6324,15.7983,63
1999,Medicine,The Nobel Prize in Physiology or Medicine 1999,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",1月1日,461,Individual,Günter Blobel,1936/5/21,Waltersdorf (Niegoslawice),Germany (Poland),Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,51.6324,15.7983,63
1999,Peace,The Nobel Peace Prize 1999,"""in recognition of the organization's pioneering humanitarian work on several continents""",1月1日,568,Organization,Médecins Sans Frontières,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1999,Physics,The Nobel Prize in Physics 1999,"""for elucidating the quantum structure of electroweak interactions in physics""",1月2日,158,Individual,Gerardus 't Hooft,1946/7/5,Den Helder,Netherlands,Male,Utrecht University,Utrecht,Netherlands,NA,NA,NA,52.9333,4.75,53
1999,Physics,The Nobel Prize in Physics 1999,"""for elucidating the quantum structure of electroweak interactions in physics""",1月2日,159,Individual,Martinus J.G. Veltman,1931/6/27,Waalwijk,Netherlands,Male,NA,Bilthoven,Netherlands,NA,NA,NA,51.6833,5.0667,68
2000,Chemistry,The Nobel Prize in Chemistry 2000,"""for the discovery and development of conductive polymers""",1月3日,729,Individual,Alan J. Heeger,1936/1/22,"Sioux City, IA",United States,Male,University of California,"Santa Barbara, CA",United States of America,NA,NA,NA,42.4959,-96.3901,64
2000,Chemistry,The Nobel Prize in Chemistry 2000,"""for the discovery and development of conductive polymers""",1月3日,730,Individual,Alan G. MacDiarmid,1927/4/14,Masterton,New Zealand,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,2007/2/7,"Drexel Hill, PA",United States of America,-40.97,175.65,73
2000,Chemistry,The Nobel Prize in Chemistry 2000,"""for the discovery and development of conductive polymers""",1月3日,731,Individual,Hideki Shirakawa,1936/8/20,Tokyo,Japan,Male,University of Tsukuba,Tokyo,Japan,NA,NA,NA,35.6897,139.6922,64
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,"""for his development of theory and methods for analyzing selective samples""",1月2日,732,Individual,James J. Heckman,1944/4/19,"Chicago, IL",United States,Male,University of Chicago,"Chicago, IL",United States of America,NA,NA,NA,41.8375,-87.6866,56
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,"""for his development of theory and methods for analyzing discrete choice""",1月2日,733,Individual,Daniel L. McFadden,1937/7/29,"Raleigh, NC",United States,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA,35.8324,-78.6429,63
2000,Literature,The Nobel Prize in Literature 2000,"""for an æuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama""",1月1日,734,Individual,Gao Xingjian,1940/1/4,Ganzhou,China,Male,NA,NA,NA,NA,NA,NA,25.8292,114.9336,60
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,"""for their discoveries concerning signal transduction in the nervous system""",1月3日,722,Individual,Arvid Carlsson,1923/1/25,Uppsala,Sweden,Male,Göteborg University,Gothenburg,Sweden,NA,NA,NA,59.8581,17.6447,77
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,"""for their discoveries concerning signal transduction in the nervous system""",1月3日,723,Individual,Paul Greengard,1925/12/11,"New York, NY",United States,Male,Rockefeller University,"New York, NY",United States of America,NA,NA,NA,40.6943,-73.9249,75
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,"""for their discoveries concerning signal transduction in the nervous system""",1月3日,724,Individual,Eric R. Kandel,1929/11/7,Vienna,Austria,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA,48.2083,16.3725,71
2000,Peace,The Nobel Peace Prize 2000,"""for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular""",1月1日,725,Individual,Kim Dae-jung,1925/12/3,Mokpo,Korea (South Korea),Male,NA,NA,NA,2009/8/18,NA,NA,34.7589,126.38,75
2000,Physics,The Nobel Prize in Physics 2000,"""for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics""",1月4日,726,Individual,Zhores I. Alferov,1930/3/15,"Vitebsk, Belorussia",Union of Soviet Socialist Republics (Belarus),Male,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,NA,NA,NA,55.1904,30.2049,70
2000,Physics,The Nobel Prize in Physics 2000,"""for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics""",1月4日,727,Individual,Herbert Kroemer,1928/8/25,Weimar,Germany,Male,University of California,"Santa Barbara, CA",United States of America,NA,NA,NA,50.9833,11.3167,72
2000,Physics,The Nobel Prize in Physics 2000,"""for basic work on information and communication technology; for his part in the invention of the integrated circuit""",1月2日,728,Individual,Jack S. Kilby,1923/11/8,"Jefferson City, MO",United States,Male,Texas Instruments,"Dallas, TX",United States of America,2005/6/20,"Dallas, TX",United States of America,38.5676,-92.1759,77
2001,Chemistry,The Nobel Prize in Chemistry 2001,"""for their work on chirally catalysed hydrogenation reactions""",1月4日,741,Individual,William S. Knowles,1917/6/1,"Taunton, MA",United States,Male,NA,"St. Louis, MO",United States of America,2012/6/13,"Chesterfield, MO",United States of America,41.9036,-71.0943,84
2001,Chemistry,The Nobel Prize in Chemistry 2001,"""for their work on chirally catalysed hydrogenation reactions""",1月4日,742,Individual,Ryoji Noyori,1938/9/3,Kobe,Japan,Male,Nagoya University,Nagoya,Japan,NA,NA,NA,34.6833333,135.1666718,63
2001,Chemistry,The Nobel Prize in Chemistry 2001,"""for his work on chirally catalysed oxidation reactions""",1月2日,743,Individual,K. Barry Sharpless,1941/4/28,"Philadelphia, PA",United States,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,NA,NA,NA,40.0077,-75.1339,60
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",1月3日,744,Individual,George A. Akerlof,1940/6/17,"New Haven, CT",United States,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA,41.3113,-72.9246,61
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",1月3日,745,Individual,A. Michael Spence,NA,"Montclair, NJ",United States,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA,40.8253,-74.2111,
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",1月3日,746,Individual,Joseph E. Stiglitz,1943/2/9,"Gary, IN",United States,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA,41.5905,-87.3473,58
2001,Literature,The Nobel Prize in Literature 2001,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",1月1日,747,Individual,Sir Vidiadhar Surajprasad Naipaul,1932/8/17,NA,Trinidad,Male,NA,NA,NA,NA,NA,NA,10.6918,-61.2225,69
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",1月3日,735,Individual,Leland H. Hartwell,1939/10/30,"Los Angeles, CA",United States,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,NA,NA,NA,34.1141,-118.4068,62
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",1月3日,736,Individual,Tim Hunt,1943/2/19,Neston,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,NA,NA,NA,53.289,-3.074,58
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",1月3日,737,Individual,Sir Paul M. Nurse,1949/1/25,Norwich,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,NA,NA,NA,52.6286,1.2928,52
2001,Peace,The Nobel Peace Prize 2001,"""for their work for a better organized and more peaceful world""",1月2日,748,Organization,United Nations (U.N.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2001,Peace,The Nobel Peace Prize 2001,"""for their work for a better organized and more peaceful world""",1月2日,749,Individual,Kofi Annan,1938/4/8,Kumasi,Gold Coast (Ghana),Male,NA,NA,NA,NA,NA,NA,6.6667,-1.6167,63
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",1月3日,738,Individual,Eric A. Cornell,1961/12/19,"Palo Alto, CA",United States,Male,"University of Colorado, JILA","Boulder, CO",United States of America,NA,NA,NA,37.3905,-122.1468,40
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",1月3日,739,Individual,Wolfgang Ketterle,1957/10/21,Heidelberg,West Germany (Germany),Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,49.4167,8.7167,44
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",1月3日,740,Individual,Carl E. Wieman,1951/3/26,"Corvallis, OR",United States,Male,"University of Colorado, JILA","Boulder, CO",United States of America,NA,NA,NA,44.5698,-123.2779,50
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",1月4日,756,Individual,John B. Fenn,1917/6/15,"New York, NY",United States,Male,Virginia Commonwealth University,"Richmond, VA",United States of America,2010/12/10,"Richmond, VA",United States of America,40.6943,-73.9249,85
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",1月4日,757,Individual,Koichi Tanaka,1959/8/3,Toyama City,Japan,Male,Shimadzu Corp.,Kyoto,Japan,NA,NA,NA,36.6953,137.2113,43
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",1月2日,758,Individual,Kurt Wüthrich,1938/10/4,Aarberg,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,NA,NA,NA,47.0443,7.2758,64
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",1月2日,758,Individual,Kurt Wüthrich,1938/10/4,Aarberg,Switzerland,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,NA,NA,NA,47.0443,7.2758,64
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",1月2日,759,Individual,Daniel Kahneman,1934/3/5,Tel Aviv,British Mandate of Palestine (Israel),Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA,32.0853,34.7818,68
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",1月2日,760,Individual,Vernon L. Smith,1927/1/1,"Wichita, KS",United States,Male,George Mason University,"Fairfax, VA",United States of America,NA,NA,NA,37.6895,-97.3443,75
2002,Literature,The Nobel Prize in Literature 2002,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",1月1日,761,Individual,Imre Kertész,1929/11/9,Budapest,Hungary,Male,NA,NA,NA,2016/3/31,Budapest,Hungary,47.4925,19.0514,73
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",1月3日,750,Individual,Sydney Brenner,1927/1/13,Germiston,South Africa,Male,The Molecular Sciences Institute,"Berkeley, CA",United States of America,NA,NA,NA,-26.2178,28.1672,75
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",1月3日,751,Individual,H. Robert Horvitz,1947/5/8,"Chicago, IL",United States,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,41.8375,-87.6866,55
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",1月3日,752,Individual,John E. Sulston,1942/3/27,Cambridge,United Kingdom,Male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,NA,NA,NA,52.2053,0.1192,60
2002,Peace,The Nobel Peace Prize 2002,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",1月1日,762,Individual,Jimmy Carter,1924/10/1,"Plains, GA",United States,Male,NA,NA,NA,NA,NA,NA,41.2657,-75.8131,78
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",1月4日,753,Individual,Raymond Davis Jr.,1914/10/14,"Washington, DC",United States,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,2006/5/31,"Blue Point, NY",United States of America,38.9047,-77.0163,88
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",1月4日,754,Individual,Masatoshi Koshiba,1926/9/19,Toyohashi,Japan,Male,University of Tokyo,Tokyo,Japan,NA,NA,NA,34.7692,137.3915,76
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",1月2日,755,Individual,Riccardo Giacconi,1931/10/6,Genoa,Italy,Male,Associated Universities Inc.,"Washington, DC",United States of America,NA,NA,NA,44.4111,8.9328,71
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for the discovery of water channels""",1月2日,769,Individual,Peter Agre,1949/1/30,"Northfield, MN",United States,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,NA,NA,NA,44.455,-93.1698,54
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels""",1月2日,770,Individual,Roderick MacKinnon,1956/2/19,"Burlington, MA",United States,Male,Rockefeller University,"New York, NY",United States of America,NA,NA,NA,36.076,-79.4685,47
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels""",1月2日,770,Individual,Roderick MacKinnon,1956/2/19,"Burlington, MA",United States,Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,36.076,-79.4685,47
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",1月2日,771,Individual,Robert F. Engle III,1942/11/10,"Syracuse, NY",United States,Male,New York University,"New York, NY",United States of America,NA,NA,NA,43.0407,-76.1437,61
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with common trends (cointegration)""",1月2日,772,Individual,Clive W.J. Granger,1934/9/4,Swansea,United Kingdom,Male,University of California,"San Diego, CA",United States of America,2009/5/27,"San Diego, CA",United States of America,51.6207877,-3.9432335,69
2003,Literature,The Nobel Prize in Literature 2003,"""who in innumerable guises portrays the surprising involvement of the outsider""",1月1日,763,Individual,John M. Coetzee,1940/2/9,Cape Town,South Africa,Male,NA,NA,NA,NA,NA,NA,-33.9253,18.4239,63
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",1月2日,764,Individual,Paul C. Lauterbur,1929/5/6,"Sidney, OH",United States,Male,University of Illinois,"Urbana, IL",United States of America,2007/3/27,"Urbana, IL",United States of America,40.2891,-84.1667,74
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",1月2日,765,Individual,Sir Peter Mansfield,1933/10/9,London,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,2017/2/8,NA,NA,51.5072,-0.1275,70
2003,Peace,The Nobel Peace Prize 2003,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",1月1日,773,Individual,Shirin Ebadi,1947/6/21,Hamadan,Iran,Female,NA,NA,NA,NA,NA,NA,34.7961111,48.5158348,56
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1月3日,766,Individual,Alexei A. Abrikosov,1928/6/25,Moscow,Union of Soviet Socialist Republics (Russia),Male,Argonne National Laboratory,"Argonne, IL",United States of America,NA,NA,NA,55.7558,37.6178,75
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1月3日,767,Individual,Vitaly L. Ginzburg,1916/10/4,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,2009/11/8,NA,NA,55.7558,37.6178,87
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1月3日,768,Individual,Anthony J. Leggett,1938/3/26,London,United Kingdom,Male,University of Illinois,"Urbana, IL",United States of America,NA,NA,NA,51.5072,-0.1275,65
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1月3日,779,Individual,Aaron Ciechanover,1947/10/1,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA,32.8192,34.9992,57
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1月3日,780,Individual,Avram Hershko,1937/12/31,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA,47.3111,20.9161,67
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1月3日,781,Individual,Irwin Rose,1926/7/16,"Brooklyn, NY",United States,Male,University of California,"Irvine, CA",United States of America,2015/6/3,"Deerfield, MA",United States of America,40.6501,-73.9496,78
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1月2日,786,Individual,Finn E. Kydland,1943/12/1,Gjesdal,Norway,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,NA,NA,NA,58.7725,5.8117,61
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1月2日,786,Individual,Finn E. Kydland,1943/12/1,Gjesdal,Norway,Male,University of California,"Santa Barbara, CA",United States of America,NA,NA,NA,58.7725,5.8117,61
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1月2日,787,Individual,Edward C. Prescott,1940/12/26,"Glens Falls, NY",United States,Male,Arizona State University,"Tempe, AZ",United States of America,NA,NA,NA,43.3109,-73.6458,64
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1月2日,787,Individual,Edward C. Prescott,1940/12/26,"Glens Falls, NY",United States,Male,Federal Reserve Bank of Minneapolis,"Minneapolis, MN",United States of America,NA,NA,NA,43.3109,-73.6458,64
2004,Literature,The Nobel Prize in Literature 2004,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",1月1日,782,Individual,Elfriede Jelinek,1946/10/20,Mürzzuschlag,Austria,Female,NA,NA,NA,NA,NA,NA,47.6075,15.6731,58
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1月2日,774,Individual,Richard Axel,1946/7/2,"New York, NY",United States,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA,40.6943,-73.9249,58
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1月2日,775,Individual,Linda B. Buck,1947/1/29,"Seattle, WA",United States,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,NA,NA,NA,47.6211,-122.3244,57
2004,Peace,The Nobel Peace Prize 2004,"""for her contribution to sustainable development, democracy and peace""",1月1日,783,Individual,Wangari Muta Maathai,1940/4/1,Nyeri,Kenya,Female,NA,NA,NA,2011/9/25,Nairobi,Kenya,-0.4167,36.95,64
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1月3日,776,Individual,David J. Gross,1941/2/19,"Washington, DC",United States,Male,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",United States of America,NA,NA,NA,38.9047,-77.0163,63
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1月3日,777,Individual,H. David Politzer,1949/8/31,"New York, NY",United States,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA,40.6943,-73.9249,55
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1月3日,778,Individual,Frank Wilczek,1951/5/15,"New York, NY",United States,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,40.6943,-73.9249,53
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1月3日,794,Individual,Yves Chauvin,1930/10/10,Menin,Belgium,Male,Institut Français du Pétrole,Rueil-Malmaison,France,2015/1/27,Tours,France,50.7975,3.1236,75
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1月3日,795,Individual,Robert H. Grubbs,1942/2/27,"Possum Trot, KY",United States,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA,36.8501,-88.3537,63
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1月3日,796,Individual,Richard R. Schrock,1945/1/4,"Berne, IN",United States,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,40.6556,-84.9519,60
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",1月2日,799,Individual,Robert J. Aumann,1930/6/8,Frankfurt-on-the-Main,Germany,Male,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,NA,NA,NA,50.1109,8.6821,75
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",1月2日,800,Individual,Thomas C. Schelling,1921/4/14,"Oakland, CA",United States,Male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",United States of America,2016/12/13,"Bethesda, MD",United States of America,37.7904,-122.2166,84
2005,Literature,The Nobel Prize in Literature 2005,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",1月1日,801,Individual,Harold Pinter,1930/10/10,London,United Kingdom,Male,NA,NA,NA,2008/12/24,London,United Kingdom,51.5072,-0.1275,75
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1月2日,789,Individual,Barry J. Marshall,1951/9/30,Kalgoorlie,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,NA,NA,NA,-30.7489,121.4658,54
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1月2日,789,Individual,Barry J. Marshall,1951/9/30,Kalgoorlie,Australia,Male,University of Western Australia,Perth,Australia,NA,NA,NA,-30.7489,121.4658,54
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1月2日,790,Individual,J. Robin Warren,1937/6/11,Adelaide,Australia,Male,NA,Perth,Australia,NA,NA,NA,-34.9275,138.6,68
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1月2日,797,Organization,International Atomic Energy Agency (IAEA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1月2日,798,Individual,Mohamed ElBaradei,1942/6/17,Cairo,Egypt,Male,NA,NA,NA,NA,NA,NA,30.0444,31.2358,63
2005,Physics,The Nobel Prize in Physics 2005,"""for his contribution to the quantum theory of optical coherence""",1月2日,791,Individual,Roy J. Glauber,1925/9/1,"New York, NY",United States,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA,40.6943,-73.9249,80
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1月4日,792,Individual,John L. Hall,1934/8/21,"Denver, CO",United States,Male,"University of Colorado, JILA","Boulder, CO",United States of America,NA,NA,NA,39.762,-104.8758,71
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1月4日,792,Individual,John L. Hall,1934/8/21,"Denver, CO",United States,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,NA,NA,NA,39.762,-104.8758,71
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1月4日,793,Individual,Theodor W. Hänsch,1941/10/30,Heidelberg,Germany,Male,Max-Planck-Institut für Quantenoptik,Garching,Germany,NA,NA,NA,49.4167,8.7167,64
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1月4日,793,Individual,Theodor W. Hänsch,1941/10/30,Heidelberg,Germany,Male,Ludwig-Maximilians- Universität,Munich,Germany,NA,NA,NA,49.4167,8.7167,64
2006,Chemistry,The Nobel Prize in Chemistry 2006,"""for his studies of the molecular basis of eukaryotic transcription""",1月1日,806,Individual,Roger D. Kornberg,1947/4/24,"St. Louis, MO",United States,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA,38.6359,-90.2451,59
